relative_path,fractal
train/cfa392ea-76c6-4eb4-a265-3038feab2446.png,sierpinski_carpet
train/c6cb2688-e5fd-4cf5-8c01-42175d07f177.png,dragon
train/c6898b86-c3f2-4a60-ab32-a32a52eda5e1.png,newton
train/b558a045-dd92-46fb-87c8-3f00cf0830bf.png,koch
train/d92d638f-4cbb-4958-8b87-ff4cd70bcb96.png,sierpinski
train/355c1617-de25-4c90-9d86-a7253a0a1285.png,tree
train/42f9fd1e-3bdd-4ae7-9988-a12253f4bee4.png,tree
train/dc1a695e-1ada-4d49-9744-ffccaddf2e42.png,newton
train/ee716bf9-c510-4c3b-ba4e-1f4e5bbf4717.png,dragon
train/63eff96d-a5d8-4c46-950f-a2db99ec6736.png,tree
train/94d422a9-5294-4aef-aa5f-02624eeef54e.png,julia
train/7da299e7-0f7d-4f85-a462-fa9b4b432756.png,barnsley
train/c84fa08f-4786-40e8-b44b-11c254b8c164.png,koch
train/13ac240e-f9a3-4dd6-a518-d9b81771325f.png,tree
train/63153608-ef09-4f0f-90bf-9ea18e6f5080.png,dragon
train/5b16f594-755c-4143-8506-64f28e987c1a.png,barnsley
train/d6cc7517-9acc-4bdc-bae6-964642609edd.png,sierpinski_carpet
train/6ae77344-8740-41ea-8988-f38baa3a5676.png,mandelbrot
train/f7dd4e4a-cf00-4f24-b6ba-89bf45999c4d.png,dragon
train/8441d4f9-4047-40f9-802c-2ec655477185.png,tree
train/49f7361a-eb35-41ac-803e-4f426061a8f9.png,barnsley
train/7e12ba38-a979-499b-ab9f-fa230aec2325.png,mandelbrot
train/bef06a69-ec62-4f6e-81ec-df0d41bb9963.png,dragon
train/48172fca-b85c-4380-9a08-1708afd490bc.png,koch
train/97304740-ed93-4d4c-9581-e2b0d7e17d03.png,newton
train/2d34ff24-8110-4da9-9e93-5ac3bb3bd8b0.png,koch
train/f7af8582-d3ce-4469-842d-556aa93759d5.png,barnsley
train/a2443b57-01c4-4c43-b828-3851c6ca5765.png,mandelbrot
train/f0ee8ff0-5bbf-4e82-995e-186a2d812239.png,sierpinski_carpet
train/2c8af4cd-4162-44fe-b1b3-65936f990e71.png,mandelbrot
train/6e498cc4-876b-4868-bd6b-afed08388ef9.png,dragon
train/5e03af15-6bbe-4fb7-9a51-18442af02c45.png,barnsley
train/a2680c11-2451-4e10-8b4b-783e4bad4922.png,newton
train/9ab96a3f-199f-4f2f-b8f0-6e9b20594251.png,dragon
train/b7b79ef7-d5bc-42fe-a1f5-9f109bc60f1b.png,sierpinski
train/d3380fc0-9d5b-4434-b9fd-95ca5b08344d.png,julia
train/583b0c56-86eb-44a1-a843-13c1d815c626.png,barnsley
train/5b25fcee-decc-498b-b9a5-e3da41a15ab4.png,sierpinski
train/6c764bfb-a060-48c4-a96a-36252ba18018.png,julia
train/c2843185-ecae-4ec8-92f7-ec7a8de76fb8.png,barnsley
train/17db1bc6-3a0c-448c-89b7-408a8920f87a.png,sierpinski_carpet
train/8664a04a-4481-472a-a63f-14dad6327d16.png,julia
train/17d5ca3e-f2b8-417d-8cad-d7a1d251cbdc.png,barnsley
train/273164f0-4e1b-4f10-821a-37820e8b71f3.png,barnsley
train/95d4eee1-9f67-4fed-957e-b1c5e231d0bc.png,tree
train/fe3f258c-c778-435e-9404-f9669f62d044.png,julia
train/c6c54e31-f870-416e-950e-bd9da7ac7baf.png,julia
train/7481dd44-a238-48fe-9a36-1e676024dada.png,sierpinski
train/077fef1a-918a-4de6-92ec-340e072acd59.png,koch
train/ba0f1572-0416-4deb-9001-c08b21bf532e.png,barnsley
train/cde9ac03-d38c-4650-a48e-ab6b383d8439.png,sierpinski_carpet
train/c6b9518d-6cba-4e1c-b9ec-ad8a14496a82.png,newton
train/5a56533e-3979-4d5b-8e59-3ffcb9cf4273.png,sierpinski
train/7714749e-c24b-467c-8774-13527de72002.png,barnsley
train/9b57d298-720c-4c98-bfc0-99765cf54c63.png,barnsley
train/e451f8c7-0d5d-458a-ac01-d45f5adafb25.png,barnsley
train/c8112746-6832-44fc-8d51-9c45dfaeeb31.png,dragon
train/9e4ccf2c-b63a-4cae-a818-57192c39d166.png,newton
train/ac4e7ed5-b413-4228-a2e3-08aecf1a0873.png,sierpinski_carpet
train/21cfaf14-ae63-40ea-9112-755174ba42bf.png,koch
train/f58f3c70-7a73-4fc9-9b20-e3f230097f61.png,sierpinski
train/a65f9024-4a88-4f9b-8e68-f9f9197eeab5.png,julia
train/9b3bbe81-20b2-4b89-bf1c-3304b355a7e2.png,dragon
train/05cc65d9-7c9b-4713-9f32-f3dde842b9fe.png,sierpinski_carpet
train/ad6faeb7-d1d7-4373-bbca-2ba4a9d7c6c5.png,sierpinski
train/9c31ae87-1f43-4da8-957f-6391f30f20df.png,julia
train/4f3bff5a-01f4-4a6b-bb5c-5f7d82c7077f.png,tree
train/da76f6b3-7bfd-4d92-be60-d27646d3c6f4.png,newton
train/03e75590-1d6b-4fac-973f-62da1cc39961.png,tree
train/8ebba37c-0180-413b-a7c6-b705920c3bda.png,sierpinski_carpet
train/be09513c-50ae-4f4a-bfd5-fa5996f0ec9a.png,barnsley
train/e7fedeba-0cee-43aa-90f5-a442ca680220.png,julia
train/fc2e0604-c55d-4792-aa84-db738057d645.png,sierpinski_carpet
train/89387a26-833a-4231-b037-f9a7b37ae538.png,julia
train/6aa8810b-00e3-4270-b753-d86ae7acea67.png,mandelbrot
train/52f0fddb-adc8-4cb3-9ebf-99125f1ff423.png,mandelbrot
train/1b7d7d75-5584-458a-ae2f-41852e29b912.png,newton
train/d9ddd8ab-81db-4c9f-8ea9-71d09c9ebbb6.png,koch
train/4d55b556-ec39-4181-8d9c-95bd77d1ed65.png,tree
train/3e77e503-81f5-4558-a017-80e1dfeae3ca.png,dragon
train/2a4c86fd-d90e-4cda-b43c-8abf66571d18.png,newton
train/4bdf8b16-c549-4b70-8757-fd8505c6640f.png,sierpinski
train/17dbaebf-04aa-422b-a64c-febb4a5e641b.png,dragon
train/181c2c06-70ff-431d-bb5a-f97a57daed2c.png,tree
train/f9dfee6d-d686-451c-9834-eed03c4ce02e.png,sierpinski
train/ce21e081-67ab-4bcb-a2a4-7dc3a840654a.png,koch
train/2a0d6ec5-8186-4f71-a7e1-d1797ba8903d.png,dragon
train/3c6923ae-ef97-4174-bd6b-d6449276539a.png,sierpinski
train/ce25af74-49fb-4270-82de-ac941bcfad66.png,julia
train/a378091b-400f-44e3-8b88-ade5e17fb885.png,newton
train/6ef2c158-d254-4703-b7cd-24689a4337d2.png,dragon
train/027b3c71-06cc-4748-bbc8-6bf7c3af94d8.png,dragon
train/067f6d29-6b7d-4d6d-9c5d-ef18c9d4afbb.png,newton
train/5c5794ba-1da7-4460-aaea-3907f2fd4b68.png,dragon
train/222d923c-d400-4da1-84e9-f5b4faa107d1.png,sierpinski_carpet
train/357348f5-0097-4930-8b56-d22a929d125f.png,barnsley
train/595c0227-c4e3-494c-9327-6a64cbe8a7f4.png,dragon
train/4088adf3-d631-497d-bbdd-ed78a3597986.png,koch
train/ecd0c22d-d4a8-4045-a5b9-35f0ab51765d.png,mandelbrot
train/b2eec81c-df08-40f1-b135-bcdb780002bd.png,newton
train/05fd0674-1745-445b-8dc8-16b0bd6a4271.png,barnsley
train/c94cbd2c-f2be-4bca-88e0-792ca1d6148d.png,julia
train/6e4ef4e9-dd8b-4b10-bb3e-f7ead6ef49f8.png,julia
train/d6cee8d9-e84a-4c4d-b44b-a84fcb4357d8.png,newton
train/c714ba2c-a426-4802-b983-d1547253cb37.png,dragon
train/544413b3-7b16-47df-8656-822606cbb468.png,sierpinski_carpet
train/1d145b45-7bcd-4968-a61d-432827cd3544.png,sierpinski
train/b5ffbc84-21e2-45fe-a60d-722ee060058a.png,dragon
train/790d4c94-6671-4e1d-962c-325f9ccba8b1.png,mandelbrot
train/7d21fad3-d46a-49cd-937f-f7b8ced8111e.png,julia
train/7238a6b6-0db1-49f5-b52f-dec45f77a761.png,tree
train/f89064cc-564a-4903-a4ac-ef096e17cb7d.png,newton
train/25a103d9-fb95-4d54-94ca-6401df9de3bc.png,barnsley
train/2cece2fb-2445-4fee-bcf7-4b1e70265529.png,mandelbrot
train/921e844a-955a-44ad-9fcc-028e03265848.png,sierpinski
train/819fc45e-fe25-4b7f-b960-33b990f1494b.png,julia
train/b593ed89-2d4f-412a-8726-e832d4151a41.png,sierpinski
train/359dec28-b41f-4e14-817e-378a9fb08fab.png,julia
train/bff06f80-de29-4e2d-8d39-c2dda153eee0.png,barnsley
train/5871914d-97a2-4fd7-ac30-acba97ff42f2.png,sierpinski
train/baac042f-a9b2-43e9-914d-8cb553c50c03.png,mandelbrot
train/08d49a4f-eed1-4d90-bc2b-2dcd976737be.png,tree
train/65403033-3acf-4f26-8769-c90c52313f9a.png,koch
train/b491793c-02a4-4e6b-a5c1-fe076b047129.png,barnsley
train/94fec1cc-0478-4524-a110-41fb0884fc94.png,dragon
train/f9e41834-fe05-4ad8-bc0d-712f328930f5.png,barnsley
train/1f18104f-31fb-4802-a99e-3e9fb4f9e4b4.png,mandelbrot
train/f190f818-1605-4c32-b4d8-57c55a94b174.png,mandelbrot
train/57a02ce0-c6aa-4054-b61f-487b20b9988d.png,sierpinski
train/83604b80-dc0e-4125-aa84-7b06e38f1437.png,sierpinski_carpet
train/aa8c61c9-c48d-49e0-a0ed-d44db50fad8e.png,mandelbrot
train/27fdc750-943b-4e49-8547-0a28e2939c4b.png,newton
train/ad7e5186-2ea2-4ca4-b32c-ac0d24b6658e.png,barnsley
train/cbabdd4b-6aad-4f3b-ab4f-60dcfda6c542.png,koch
train/0dd8c858-ba1a-4c3e-ad06-f1bbcc63dd7c.png,mandelbrot
train/9fd8ff96-080c-4485-9b73-98f9cbb475ef.png,julia
train/0465bd18-d10e-4507-a516-47ad80455471.png,newton
train/015406dd-dee8-4c0e-9d67-6dc7be7987c5.png,koch
train/e535c583-89a9-4e4f-8052-b3f03111e167.png,dragon
train/93a77a8c-5e47-4e4f-ad20-65c2ffd4fe52.png,dragon
train/c7b06039-79f5-4b6a-9901-4d55087080c6.png,barnsley
train/af041c74-b828-4cb0-b5e6-b2584e4a556d.png,julia
train/be2e8028-57bd-4df2-8273-4234b98eb71d.png,dragon
train/e84cc66f-adc6-4625-ae04-d2f21b282510.png,koch
train/15f47e22-65f9-40e7-b2a7-70dbf3f0117b.png,barnsley
train/9de73278-9954-4f57-bdcb-60b2ac772d06.png,sierpinski_carpet
train/af843e01-c4f8-4870-adbc-c01c3360e535.png,newton
train/6a2a1719-09b2-408e-98e4-c1d605c42e6e.png,barnsley
train/c2267660-3303-4a03-856a-f4d5ca00eaec.png,sierpinski
train/99dad0f9-20ef-41c8-a3c3-3fd2619f3a08.png,koch
train/c8ada354-fa24-4231-b721-4db0dfe69e4c.png,dragon
train/d0822da8-c945-4aef-91ed-2be2e54d4426.png,sierpinski
train/69a95af1-78e4-4161-a925-38d4c1001d63.png,julia
train/cbc4e2e9-b6eb-4893-a7a4-9ce402a26e54.png,tree
train/8eacf9f3-4082-4a52-83b1-1cef3b33383d.png,newton
train/95eea68e-816c-48d4-9f05-0d4cea81d389.png,mandelbrot
train/2a87c1ed-7690-4b71-92e8-394a1b9c77c7.png,barnsley
train/dce14b47-adda-4ced-8caf-7df02fd3afd9.png,julia
train/d383f5a7-4240-409c-b954-50602d80a868.png,tree
train/e9f2547c-91d2-4223-a451-1f7952fbebc2.png,sierpinski
train/94153aca-929f-4b54-9030-8ac14a32f858.png,koch
train/df3180ac-cbc1-4526-b5ee-0e04580c0fb9.png,barnsley
train/88a8172e-49e6-4f35-9357-c6260b1e66ae.png,mandelbrot
train/142ef428-0cc5-433d-b66c-164a1387500d.png,tree
train/fba2a280-a985-46d9-ad03-87e9b9f1aff1.png,sierpinski
train/4be915b5-0040-4a15-8735-144409d861b1.png,koch
train/4455e8a4-4517-41b7-9ae3-f033952bf5c7.png,dragon
train/4e30654f-6eb0-4d59-8af7-246e6881e231.png,koch
train/f80410aa-e509-48bd-9ac4-2a918a9cdd6f.png,newton
train/34953989-ff37-436a-8be1-19589c1dda57.png,dragon
train/3ec967b1-3499-4a12-b73d-dbd55be48896.png,barnsley
train/6f21d6f7-2c91-4998-8523-f773fff5449c.png,mandelbrot
train/35d49ee4-358f-47ea-9807-bf12cb889df2.png,tree
train/25b4be66-59b1-4ce2-8cde-7f60d7b9204a.png,julia
train/e044ce35-4b04-46ec-b923-2e6c27ddc31f.png,newton
train/93263cc3-f065-49eb-8bbf-4d2845d3eeb3.png,newton
train/14f80446-8ec9-4491-be57-ffe3b00212cc.png,newton
train/1c36a55c-e759-42c1-b234-a74c94821f0f.png,tree
train/06cd0c52-ec13-44eb-b3b6-b8925d669a70.png,mandelbrot
train/99309068-bbda-4ada-a035-e1326532d6d2.png,newton
train/5c7d5a86-003b-4cdf-9aac-e404d5dc95fe.png,julia
train/f4e9202f-e7a8-47f5-bf20-a7cc23aa0f1e.png,newton
train/e6c693d8-dc09-4688-b0d2-7fae343cda91.png,julia
train/87108b7f-2971-4422-b9bf-4ab1b41abe95.png,sierpinski
train/3a3de3fc-9d4c-47e6-8530-f822e5b9e578.png,julia
train/0e814993-0dad-4a15-aa7d-143112cb2518.png,newton
train/b068de00-513a-4c0c-a5ab-c993e79637a1.png,dragon
train/12eb9c11-adcd-4142-9602-9008e7bfc60d.png,newton
train/6cd9e7af-bbcb-4dbd-b4ed-57e7f0aced22.png,barnsley
train/7da703e8-d667-4bcf-9fcd-4dad612e44f7.png,tree
train/23895520-a01e-49b1-9d8a-a451f2520db8.png,barnsley
train/39d9e919-9699-4977-b2a5-298a29d29d69.png,sierpinski_carpet
train/98cab025-09e5-4c7e-99bf-7629b7d3b750.png,julia
train/89cc469c-2887-441d-bc49-4df8c3588955.png,tree
train/79c38933-6103-4c05-8df8-61c52487dcfb.png,mandelbrot
train/fb3128e8-96d3-4b18-a8c5-c27e606371d1.png,sierpinski
train/3594087e-7e05-48fe-b973-9146302ab537.png,julia
train/0e4177af-040a-49b4-87ab-b0718c378098.png,newton
train/d6456622-fe6c-439f-9a52-2f9ccd142091.png,julia
train/71a7fc91-af37-4ccd-952a-7e97bb759ef5.png,dragon
train/2f6c0c12-a8b6-4ce0-82e0-8c560a4d7f2a.png,tree
train/dd10ec71-294e-415e-9065-1e569ad48847.png,koch
train/bb72fda2-8af5-49ec-85bd-8a327ab28426.png,mandelbrot
train/a98a606c-1380-4af8-9afa-9811458bb90f.png,mandelbrot
train/125841d0-38ee-4478-8682-7076f1dd226f.png,dragon
train/48f385ad-9d46-4c40-937c-fee3f961048c.png,tree
train/57d9a5af-53e1-4f0a-9bf9-965eb7711360.png,newton
train/7a48a94f-43a7-4a64-8277-8842f11dd686.png,newton
train/f402f3ee-0838-4ba6-a586-6eec369e7f41.png,sierpinski_carpet
train/f3d7f0b2-1ccf-41f2-86b5-1ed136016d84.png,mandelbrot
train/00faea2c-c20f-4b33-ac83-51e93a20d96e.png,koch
train/1b44e77f-fcdf-4190-875a-b72da8fe159c.png,sierpinski
train/a47c7acb-3059-4bdb-98a7-0f4e8cf3a44f.png,tree
train/9384d826-0596-477d-9036-6bc3cd4a3e0e.png,barnsley
train/a30c4082-9d54-42fc-b865-392218f40271.png,mandelbrot
train/ec9861d5-00b0-4303-b9e9-9c9d031ca328.png,sierpinski
train/8d8e6701-af33-4d98-89ca-d459be137572.png,newton
train/dba921ba-e1e0-4b0b-a284-9effe3d81a60.png,julia
train/5b787997-b370-4ae1-8777-a1dafa1c1c9b.png,sierpinski_carpet
train/2e7f01ab-0d19-44f7-999e-9da057f550c5.png,barnsley
train/b760922a-9663-48aa-be61-b197659ef9bf.png,dragon
train/52cff1d2-90cf-4a56-bff4-fefcdb601e11.png,julia
train/924d822c-24d7-4fcb-ac62-701e11794b0b.png,dragon
train/29f5f4b7-dafd-4f65-884e-f39376def24f.png,mandelbrot
train/f4bd49cd-f029-4e2b-90c1-299de96d9db5.png,mandelbrot
train/225cbd0c-b9aa-4d23-9733-c152b47b3bb5.png,mandelbrot
train/c3c44df7-a756-44c6-8a70-5f3e41387520.png,barnsley
train/3cbfb631-0d79-43fa-94ee-f42bd99bd17e.png,koch
train/26b9233f-64ca-4f45-af10-635a0a4dfca8.png,julia
train/db258ba0-8243-4eac-8159-c19a89c82025.png,sierpinski_carpet
train/bcc58399-69c1-4088-9876-46d5c3fd7fe8.png,koch
train/e8e08d58-4fca-460f-8b55-292ee1c536ee.png,koch
train/32638488-ba21-4857-af76-af9c91886eb2.png,sierpinski
train/66ee6875-acaf-4dce-b18a-b0ff53a4cac4.png,sierpinski
train/c73e592d-36cb-4396-b1dd-7d92b1db3d9b.png,sierpinski_carpet
train/3ea34060-cb9e-4755-9c15-5800a64325f6.png,newton
train/7f42d8a8-2e87-4a8b-876d-45eb23f0c6de.png,sierpinski
train/dc4c1609-8be2-4261-9e4c-25cf724e28c8.png,julia
train/cc3b93c9-63ef-474b-8507-127590fadd73.png,koch
train/50e7ddae-804d-4efd-a43c-9576bd236d93.png,koch
train/643068a4-4d3d-4c40-b042-5376ff800cd9.png,tree
train/e919b4f2-f888-4b1f-9440-137aab2311ad.png,dragon
train/e1286e6b-4a94-40ef-8deb-3f8792b36976.png,barnsley
train/ac8329c6-033c-4e43-b66d-b94fb0a09949.png,sierpinski
train/fd88cc7e-d67f-4b1c-998b-5bd1f01917f7.png,sierpinski
train/7f829679-0d9b-4423-a4b7-2773a37111a7.png,dragon
train/afc81285-f591-45b3-94e2-9e089d23e14c.png,newton
train/6a6a0ed0-c4a6-431d-a153-c716cc3743cc.png,koch
train/799c184c-a596-4475-9ee8-18d5ab342c4c.png,barnsley
train/80621996-5b90-43f9-850d-bea0b060e148.png,barnsley
train/79a490bc-5351-44f6-b42f-2e7d88552bc7.png,sierpinski
train/91badf4a-06cf-4fd6-888e-5bd1c12494bc.png,sierpinski
train/05022c8d-f7de-4881-8b70-844afc6aebb3.png,sierpinski_carpet
train/db7e6394-e5dc-4f25-9ff9-c54209b02281.png,julia
train/c565a9ba-30d4-43f5-bf16-9c12f051de2e.png,newton
train/5485ca91-c01e-41a0-a779-02a1c2e0dcf7.png,dragon
train/c7e35f88-20bf-49ae-b1f1-735d94172514.png,barnsley
train/aecf633c-8af6-4fe1-a83e-87a7bf4cfd95.png,julia
train/33d81faa-9597-4b4b-b442-548e0a69bd27.png,newton
train/e3678625-6229-4851-8165-c6ad95314a73.png,newton
train/40aafc74-b57a-4bdd-bbce-b241d6933992.png,dragon
train/8211045e-1b5d-4380-b774-f237a8fef007.png,dragon
train/6a8b2cb7-e311-430c-9538-dd46666c0d76.png,sierpinski_carpet
train/bef14b01-1bc9-4ebb-b44d-3623a6881ed2.png,dragon
train/cd252c81-31fa-4bd1-9c29-29d7327c6170.png,newton
train/d57c612f-9fcb-4800-9e52-33179cb8b790.png,barnsley
train/508e25ec-8a9c-4a17-a4f8-84037781402c.png,julia
train/ed7d6df9-a688-4081-a892-27acd94d269e.png,barnsley
train/8e893bef-3298-4159-86a1-8e2254e294ad.png,tree
train/d35f664a-03af-407c-87f3-be85feee1817.png,barnsley
train/608e3824-332d-4452-a34e-99101b2f45b4.png,sierpinski
train/895f356d-6e54-4eaa-9632-280be0af104e.png,koch
train/927565f8-d5e2-4b8b-a989-e220d131b0d1.png,barnsley
train/f3a46e81-f814-4a0b-94f9-b089681e46fa.png,barnsley
train/1dc0f5ba-d715-4f30-8f58-14d03431869b.png,julia
train/5f2bb7dd-6992-463a-8d43-0854cbfa8875.png,julia
train/ea6a37b1-6c8a-43e7-8987-1bb97b18a1b3.png,koch
train/1ddaa1b8-4980-42c7-a9d1-1d673588886d.png,sierpinski
train/a4b59315-bcee-41c5-8a44-02c84f046093.png,dragon
train/0b23510d-be73-469c-89b4-df8b7d47b77c.png,sierpinski
train/2bbc1050-1e8b-4be5-af02-e95e41d9aa8f.png,dragon
train/0fa7053e-75c4-41f2-91da-bc247385b27c.png,newton
train/cba65b9a-32f1-439a-96fe-8502958e42c1.png,sierpinski
train/fe9997b1-7621-4518-9b82-4cc7865c3b96.png,sierpinski
train/efb0b53b-f162-4e05-9a5e-70075b4009c2.png,sierpinski
train/e8ddc91d-55fb-490c-8db6-1d2cc4defbcc.png,sierpinski
train/4a650403-d0da-43c0-bd13-b68e7b721d7d.png,barnsley
train/33ac8e39-b601-4148-8647-8151443cffbd.png,dragon
train/771554c7-76fc-4645-86f5-cbcd3569eaab.png,koch
train/54bbdeb4-6d3e-4def-8564-6de009ce2fda.png,sierpinski
train/d20ad3ac-e893-4526-9e54-4e94eaf2b644.png,tree
train/1badb81c-48d6-4210-8190-cc36619bf394.png,koch
train/37ccc100-e722-4338-b83e-c390b50ad792.png,koch
train/63e09695-d4f9-4f27-9d72-60b0aded1e63.png,barnsley
train/d7c4a6b1-2935-43f2-a65a-7dbd66a2d183.png,julia
train/3aa9dbda-a04d-4fb4-9f1d-684a0571089a.png,dragon
train/574b9e32-7f91-4c5d-9638-1b3d56625741.png,barnsley
train/a9c3709c-4701-4ce0-a363-0884d16fb7f7.png,julia
train/893ee3c6-39d2-490f-a8ff-dd706ea398d1.png,sierpinski_carpet
train/f8b17b89-c8f1-496c-a5d7-bfaaec33195c.png,dragon
train/94732ec6-ac41-4c01-8508-88512dc91a1f.png,koch
train/be4af452-41cf-4ad0-a7ee-4970c3e4b323.png,mandelbrot
train/e3a8de18-0cba-4b0d-9802-02c5e08f36cd.png,newton
train/04da408c-ae61-4b40-abbc-c4116d9eecf1.png,sierpinski
train/3d4fcfe0-f238-41bc-a256-d84ea7c6f24e.png,sierpinski_carpet
train/eb00b958-0ec0-4040-b5bb-1a6ba5ee2fcd.png,barnsley
train/7e817f71-a3e0-4d64-8783-0e275c65637c.png,barnsley
train/eb7fda81-b085-40f9-a3c2-559ebddfae3f.png,dragon
train/b140d03a-3f7a-474f-b489-9f8136f9b394.png,sierpinski_carpet
train/a704ea86-a10a-46c9-b1f5-6562d1c535b7.png,sierpinski_carpet
train/739307f6-566f-4911-8cae-dfeba318c199.png,barnsley
train/c4da643a-c4db-4c90-846c-8b65b7ac595c.png,mandelbrot
train/42b826e2-1b1f-41c2-a4a7-75a83d5c68bc.png,mandelbrot
train/d5dd0f89-cbea-46b3-8718-054290d65754.png,tree
train/53431527-a96f-449a-aa50-ba22cb222575.png,dragon
train/df995563-3eb1-491c-8a90-45c37d217bd5.png,mandelbrot
train/1741676e-7750-4e0c-a094-0d8f46671341.png,mandelbrot
train/4fba9fc1-7ab8-4f35-8521-068ab5bf50c3.png,julia
train/0e938f0a-c3a8-4f53-8ae7-9e436c851033.png,sierpinski
train/6ebfa878-7923-4328-9dec-86862efc8f06.png,koch
train/fef9b499-5958-438f-9264-ce1282937d1d.png,sierpinski
train/16c17f9f-0e40-41d2-a48e-0be414c4499c.png,barnsley
train/f69f9041-a8e8-41a7-90f2-5a89989a586e.png,tree
train/d09bc468-5473-4893-b030-2deb59349b4d.png,dragon
train/ac759f73-3850-4dfc-898c-b2eafaab3abc.png,koch
train/f47b0910-5d6c-4a48-98c6-b86434d8934a.png,julia
train/85b36b25-fc21-42a9-a2ef-42c22d799227.png,mandelbrot
train/2143e4a3-0964-44be-b026-bbda032e39d2.png,mandelbrot
train/4f390c93-e6e2-4b17-a963-e436e8957be2.png,mandelbrot
train/3814e6da-49eb-4d6c-aa14-9934e09a6a00.png,mandelbrot
train/6108712c-2b1c-433c-9801-19c303d58a3b.png,mandelbrot
train/a7554499-16a1-464b-bfa6-1eabe942c7ed.png,tree
train/5e827d28-8d8a-4f27-bbce-3cd898da63fd.png,dragon
train/191f8a4f-60cd-43e3-8fd3-ec3a7033d605.png,barnsley
train/824b1c9e-7c94-4208-b3c5-e5e0afcd3148.png,tree
train/456276ec-2843-4cdc-ac27-232da354c901.png,newton
train/7c303e3c-d7dc-48bb-98ff-7968121a7b50.png,barnsley
train/a768c253-a7bb-4430-9690-8ea3f6de8e20.png,tree
train/909b5e1d-5d46-4daa-8493-ceeb6f5f879b.png,koch
train/fda63ee3-6229-46d6-b91a-6e4fe42899f9.png,newton
train/b0196335-bac1-4016-adf4-5b113c54362f.png,sierpinski_carpet
train/ed815bf0-03a6-405d-a22d-1510a0a94c50.png,sierpinski_carpet
train/050fc797-cd04-4e76-927f-29209b32abf6.png,dragon
train/77d51873-1a4c-4327-a835-79e0d1785de9.png,koch
train/0ef23c53-e50c-4bdc-b5d9-8ad25218306c.png,tree
train/c304c793-4d8a-4a8a-9195-ad6228f37087.png,sierpinski
train/9412e8d3-e484-45f6-a463-54019f593d5e.png,mandelbrot
train/bfeaaffd-9204-4091-850a-cd62c8aab978.png,julia
train/357510a6-1932-428c-b4eb-cfe777214c0c.png,julia
train/32d03d81-eca2-4f95-9478-c4b8dbc55863.png,mandelbrot
train/a83c00b8-4746-4bd0-afdc-48cdb36936f7.png,barnsley
train/afddf907-7f54-41ec-9997-80d9fd1d0b42.png,julia
train/10c9f6d6-0d93-443c-a5f2-6e0cfa777b56.png,tree
train/a2235098-1719-452d-a106-86293773264f.png,sierpinski
train/f0940643-813d-48e1-82ab-b4de86ff47ef.png,barnsley
train/49732fd7-7a63-468e-bddf-6d415701aa58.png,tree
train/8321a89e-7898-4aeb-b2ec-810eef9a5b3c.png,tree
train/b8a4fccc-19b2-4216-b42d-dab68464c6ad.png,sierpinski
train/470c11a3-7b47-4712-92c3-ac3e80ab0da3.png,barnsley
train/564a9894-9c52-43a1-8781-0c78c655a8fb.png,koch
train/064118fe-75d6-41e7-acf9-9a3ad12d7d9f.png,sierpinski
train/5bcf2ff0-9e70-4334-b884-f19745e8501f.png,julia
